,Year,Product,Order method type,Retailer country,Revenue,Quantity,Gross profit
44734,2006,Hibernator Lite,Web,Japan,1089646.29,12731.0,325786.29
44735,2006,Hibernator Lite,Web,Korea,729569.16,8524.0,218129.16
44736,2006,Hibernator Lite,Web,China,974014.2,11380.0,291214.2
44737,2006,Hibernator Lite,Web,Singapore,744547.41,8699.0,222607.41
44738,2006,Hibernator Lite,Web,Australia,387123.57,4523.0,115743.57
44739,2006,Hibernator Lite,Web,Netherlands,455595.57,5323.0,136215.57
44740,2006,Hibernator Lite,Web,Sweden,116915.94,1366.0,34955.94
44741,2006,Hibernator Lite,Web,Finland,697729.68,8152.0,208609.68
44742,2006,Hibernator Lite,Web,Denmark,271491.48,3172.0,81171.48
44743,2006,Hibernator Lite,Web,France,836899.02,9778.0,250219.02
44744,2006,Hibernator Lite,Web,Germany,671795.91,7849.0,200855.91
44745,2006,Hibernator Lite,Web,United Kingdom,858296.52,10028.0,256616.52
44746,2006,Hibernator Lite,Web,Belgium,345270.06,4034.0,103230.06
44747,2006,Hibernator Lite,Web,Switzerland,305128.35,3565.0,91228.35
44748,2006,Hibernator Lite,Web,Austria,251549.01,2939.0,75209.01
44749,2006,Hibernator Lite,Web,Italy,690968.07,8073.0,206588.07
44750,2006,Hibernator Lite,Web,Spain,616761.54,7206.0,184401.54
44776,2006,Hibernator Lite,Mail,Japan,30042.09,351.0,8982.09
44786,2006,Hibernator Lite,Mail,Germany,40312.89,471.0,12052.89
44794,2006,Hibernator Lite,E-mail,Canada,129155.31,1509.0,38615.31
44797,2006,Hibernator Lite,E-mail,Japan,36632.52,428.0,10952.52
44801,2006,Hibernator Lite,E-mail,Australia,63251.01,739.0,18911.01
44803,2006,Hibernator Lite,E-mail,Sweden,35947.8,420.0,10747.8
44807,2006,Hibernator Lite,E-mail,Germany,64363.68,752.0,19243.68
44812,2006,Hibernator Lite,E-mail,Italy,74377.71,869.0,22237.71
44814,2006,Hibernator Lite,Fax,United States,22253.4,260.0,6653.4
44828,2006,Hibernator Lite,Fax,Germany,36718.11,429.0,10978.11
44834,2006,Hibernator Lite,Fax,Spain,69584.67,813.0,20804.67
44835,2006,Hibernator,Telephone,United States,70860.92,508.0,27172.92
44836,2006,Hibernator,Telephone,Canada,158879.11,1139.0,60925.11
44843,2006,Hibernator,Telephone,Australia,184545.27,1323.0,70767.27
44848,2006,Hibernator,Telephone,France,51750.79,371.0,19844.79
44854,2006,Hibernator,Telephone,Italy,79369.81,569.0,30435.81
44856,2006,Hibernator,Sales visit,United States,589828.88,4198.0,228800.88
44858,2006,Hibernator,Sales visit,Mexico,92760.85,665.0,35570.85
44860,2006,Hibernator,Sales visit,Japan,53564.16,384.0,20540.16
44862,2006,Hibernator,Sales visit,China,164040.24,1176.0,62904.24
44864,2006,Hibernator,Sales visit,Australia,67234.18,482.0,25782.18
44865,2006,Hibernator,Sales visit,Netherlands,218639.22,1556.0,84823.22
44869,2006,Hibernator,Sales visit,France,60120.19,431.0,23054.19
44871,2006,Hibernator,Sales visit,United Kingdom,22318.4,160.0,8558.4
44872,2006,Hibernator,Sales visit,Belgium,45194.76,324.0,17330.76
44873,2006,Hibernator,Sales visit,Switzerland,41289.04,296.0,15833.04
44874,2006,Hibernator,Sales visit,Austria,212119.98,1512.0,82087.98
44877,2006,Hibernator,Web,United States,2858284.19,20311.0,1111538.19
44878,2006,Hibernator,Web,Canada,1191419.47,8497.0,460677.47
44879,2006,Hibernator,Web,Mexico,1064350.49,7555.0,414620.49
44880,2006,Hibernator,Web,Brazil,673867.44,4784.0,262443.44
44881,2006,Hibernator,Web,Japan,1388121.52,9878.0,538613.52
44882,2006,Hibernator,Web,Korea,927055.99,6583.0,360917.99
44883,2006,Hibernator,Web,China,1432089.63,10173.0,557211.63
44884,2006,Hibernator,Web,Singapore,983931.45,6999.0,382017.45
44885,2006,Hibernator,Web,Australia,562833.34,3986.0,220037.34
44886,2006,Hibernator,Web,Netherlands,601949.38,4270.0,234729.38
44887,2006,Hibernator,Web,Sweden,152792.06,1066.0,61116.06
44888,2006,Hibernator,Web,Finland,926902.15,6593.0,359904.15
44889,2006,Hibernator,Web,Denmark,412053.25,2947.0,158611.25
44890,2006,Hibernator,Web,France,1035189.95,7353.0,402831.95
44891,2006,Hibernator,Web,Germany,1038860.79,7381.0,404094.79
44892,2006,Hibernator,Web,United Kingdom,1175927.72,8352.0,457655.72
44893,2006,Hibernator,Web,Belgium,525479.8,3732.0,204527.8
44894,2006,Hibernator,Web,Switzerland,486723.69,3457.0,189421.69
44895,2006,Hibernator,Web,Austria,426845.6,3022.0,166953.6
44896,2006,Hibernator,Web,Italy,951628.31,6761.0,370182.31
44897,2006,Hibernator,Web,Spain,970077.39,6883.0,378139.39
44923,2006,Hibernator,Mail,Japan,66118.26,474.0,25354.26
44933,2006,Hibernator,Mail,Germany,51192.83,367.0,19630.83
44941,2006,Hibernator,E-mail,Canada,129725.7,930.0,49745.7
44944,2006,Hibernator,E-mail,Japan,86365.64,596.0,35109.64
44950,2006,Hibernator,E-mail,Sweden,60398.96,426.0,23762.96
44954,2006,Hibernator,E-mail,Germany,41149.55,295.0,15779.55
44959,2006,Hibernator,E-mail,Italy,91644.93,657.0,35142.93
44966,2006,Hibernator,Fax,Korea,99595.86,714.0,38191.86
44981,2006,Hibernator,Fax,Spain,74348.17,533.0,28510.17
44982,2006,Hibernator Extreme,Telephone,United States,96973.8,385.0,39223.8
44983,2006,Hibernator Extreme,Telephone,Canada,109064.04,433.0,44114.04
44992,2006,Hibernator Extreme,Telephone,Sweden,139913.04,550.0,57413.04
44995,2006,Hibernator Extreme,Telephone,France,126099.18,499.0,51249.18
44996,2006,Hibernator Extreme,Telephone,Germany,62718.12,249.0,25368.12
45000,2006,Hibernator Extreme,Telephone,Austria,10340.46,39.0,4490.46
45002,2006,Hibernator Extreme,Telephone,Spain,180597.96,717.0,73047.96
45003,2006,Hibernator Extreme,Sales visit,United States,275556.72,1094.0,111456.72
45004,2006,Hibernator Extreme,Sales visit,Canada,410458.8,1622.0,167158.8
45005,2006,Hibernator Extreme,Sales visit,Mexico,230722.08,916.0,93322.08
45009,2006,Hibernator Extreme,Sales visit,China,149364.84,593.0,60414.84
45012,2006,Hibernator Extreme,Sales visit,Netherlands,246073.68,974.0,99973.68
45013,2006,Hibernator Extreme,Sales visit,Sweden,49620.36,197.0,20070.36
45015,2006,Hibernator Extreme,Sales visit,Denmark,64733.16,257.0,26183.16
45016,2006,Hibernator Extreme,Sales visit,France,173771.1,683.0,71321.1
45019,2006,Hibernator Extreme,Sales visit,Belgium,169899.78,673.0,68949.78
45020,2006,Hibernator Extreme,Sales visit,Switzerland,98485.08,391.0,39835.08
45021,2006,Hibernator Extreme,Sales visit,Austria,478081.62,1896.0,193681.62
45024,2006,Hibernator Extreme,Web,United States,3477909.78,13745.0,1416159.78
45025,2006,Hibernator Extreme,Web,Canada,899689.26,3565.0,364939.26
45026,2006,Hibernator Extreme,Web,Mexico,1126408.56,4452.0,458608.56
45027,2006,Hibernator Extreme,Web,Brazil,760969.86,3011.0,309319.86
45028,2006,Hibernator Extreme,Web,Japan,1780647.18,7046.0,723747.18
45029,2006,Hibernator Extreme,Web,Korea,1048073.52,4147.0,426023.52
45030,2006,Hibernator Extreme,Web,China,1630434.0,6448.0,663234.0
45031,2006,Hibernator Extreme,Web,Singapore,1097203.38,4342.0,445903.38
45032,2006,Hibernator Extreme,Web,Australia,835446.9,3305.0,339696.9
45033,2006,Hibernator Extreme,Web,Netherlands,713271.84,2820.0,290271.84
45034,2006,Hibernator Extreme,Web,Sweden,62718.3,246.0,25818.3
45035,2006,Hibernator Extreme,Web,Finland,1046085.24,4135.0,425835.24
45036,2006,Hibernator Extreme,Web,Denmark,286135.68,1136.0,115735.68
45037,2006,Hibernator Extreme,Web,France,997604.58,3949.0,405254.58
45038,2006,Hibernator Extreme,Web,Germany,1077861.9,4261.0,438711.9
45039,2006,Hibernator Extreme,Web,United Kingdom,1396477.08,5522.0,568177.08
45040,2006,Hibernator Extreme,Web,Belgium,368381.22,1461.0,149231.22
45041,2006,Hibernator Extreme,Web,Switzerland,499876.26,1976.0,203476.26
45042,2006,Hibernator Extreme,Web,Austria,242786.16,958.0,99086.16
45043,2006,Hibernator Extreme,Web,Italy,1030256.46,4074.0,419156.46
45044,2006,Hibernator Extreme,Web,Spain,966543.84,3825.0,392793.84
45045,2006,Hibernator Extreme,Special,United States,81609.12,324.0,33009.12
45080,2006,Hibernator Extreme,Mail,Germany,102011.4,405.0,41261.4
45088,2006,Hibernator Extreme,E-mail,Canada,259940.16,1032.0,105140.16
45095,2006,Hibernator Extreme,E-mail,Australia,85639.2,340.0,34639.2
45097,2006,Hibernator Extreme,E-mail,Sweden,103893.96,411.0,42243.96
45101,2006,Hibernator Extreme,E-mail,Germany,40420.26,158.0,16720.26
45106,2006,Hibernator Extreme,E-mail,Italy,123673.08,491.0,50023.08
45108,2006,Hibernator Extreme,Fax,United States,37278.24,148.0,15078.24
45113,2006,Hibernator Extreme,Fax,Korea,105537.72,419.0,42687.72
45124,2006,Hibernator Extreme,Fax,Belgium,106824.0,418.0,44124.0
45127,2006,Hibernator Extreme,Fax,Italy,100248.24,398.0,40548.24
45130,2006,Hibernator Self - Inflating Mat,Telephone,Canada,36635.73,303.0,20713.08
45137,2006,Hibernator Self - Inflating Mat,Telephone,Australia,47880.36,396.0,27070.56
45139,2006,Hibernator Self - Inflating Mat,Telephone,Sweden,83186.08,688.0,47031.68
45142,2006,Hibernator Self - Inflating Mat,Telephone,France,44132.15,365.0,24951.4
45143,2006,Hibernator Self - Inflating Mat,Telephone,Germany,58641.35,485.0,33154.6
45148,2006,Hibernator Self - Inflating Mat,Telephone,Italy,45583.07,377.0,25771.72
45149,2006,Hibernator Self - Inflating Mat,Telephone,Spain,96486.18,798.0,54551.28
45150,2006,Hibernator Self - Inflating Mat,Sales visit,United States,236267.82,2076.0,127174.02
45151,2006,Hibernator Self - Inflating Mat,Sales visit,Canada,134331.01,1111.0,75947.96
45152,2006,Hibernator Self - Inflating Mat,Sales visit,Mexico,81251.52,672.0,45937.92
45156,2006,Hibernator Self - Inflating Mat,Sales visit,China,355233.58,2938.0,200841.68
45158,2006,Hibernator Self - Inflating Mat,Sales visit,Australia,92254.33,763.0,52158.68
45159,2006,Hibernator Self - Inflating Mat,Sales visit,Netherlands,152867.28,1310.0,84026.78
45162,2006,Hibernator Self - Inflating Mat,Sales visit,Denmark,31436.6,260.0,17773.6
45163,2006,Hibernator Self - Inflating Mat,Sales visit,France,104103.51,861.0,58857.96
45165,2006,Hibernator Self - Inflating Mat,Sales visit,United Kingdom,42197.59,349.0,23857.64
45167,2006,Hibernator Self - Inflating Mat,Sales visit,Switzerland,138804.68,1148.0,78477.28
45168,2006,Hibernator Self - Inflating Mat,Sales visit,Austria,96517.13,833.0,52742.98
45171,2006,Hibernator Self - Inflating Mat,Web,United States,2157500.04,18564.0,1181961.84
45172,2006,Hibernator Self - Inflating Mat,Web,Canada,699937.2,5966.0,386423.9
45173,2006,Hibernator Self - Inflating Mat,Web,Mexico,712241.46,6192.0,386851.86
45174,2006,Hibernator Self - Inflating Mat,Web,Brazil,450531.42,3914.0,244850.72
45175,2006,Hibernator Self - Inflating Mat,Web,Japan,911571.33,7833.0,499947.18
45176,2006,Hibernator Self - Inflating Mat,Web,Korea,621324.73,5391.0,338027.68
45177,2006,Hibernator Self - Inflating Mat,Web,China,731674.32,6426.0,393988.02
45178,2006,Hibernator Self - Inflating Mat,Web,Singapore,632576.55,5451.0,346126.5
45179,2006,Hibernator Self - Inflating Mat,Web,Australia,412686.39,3609.0,223033.44
45180,2006,Hibernator Self - Inflating Mat,Web,Netherlands,409823.09,3571.0,222167.04
45181,2006,Hibernator Self - Inflating Mat,Web,Sweden,172236.54,1542.0,91204.44
45182,2006,Hibernator Self - Inflating Mat,Web,Finland,630565.91,5423.0,345587.26
45183,2006,Hibernator Self - Inflating Mat,Web,Denmark,110752.86,944.0,61145.66
45184,2006,Hibernator Self - Inflating Mat,Web,France,630532.46,5488.0,342138.06
45185,2006,Hibernator Self - Inflating Mat,Web,Germany,622883.48,5418.0,338167.58
45186,2006,Hibernator Self - Inflating Mat,Web,United Kingdom,783749.89,6795.0,426672.64
45187,2006,Hibernator Self - Inflating Mat,Web,Belgium,337863.57,2935.0,183629.32
45188,2006,Hibernator Self - Inflating Mat,Web,Switzerland,219900.24,1948.0,117532.84
45189,2006,Hibernator Self - Inflating Mat,Web,Austria,336946.91,2939.0,182502.46
45190,2006,Hibernator Self - Inflating Mat,Web,Italy,655949.72,5670.0,357991.22
45191,2006,Hibernator Self - Inflating Mat,Web,Spain,591739.12,5180.0,319530.12
45199,2006,Hibernator Self - Inflating Mat,Special,Singapore,35547.54,294.0,20097.84
45217,2006,Hibernator Self - Inflating Mat,Mail,Japan,93584.34,774.0,52910.64
45227,2006,Hibernator Self - Inflating Mat,Mail,Germany,33975.71,281.0,19209.16
45235,2006,Hibernator Self - Inflating Mat,E-mail,Canada,121030.91,1001.0,68428.36
45238,2006,Hibernator Self - Inflating Mat,E-mail,Japan,81051.93,763.0,40956.28
45244,2006,Hibernator Self - Inflating Mat,E-mail,Sweden,37481.4,338.0,19719.5
45248,2006,Hibernator Self - Inflating Mat,E-mail,Germany,53321.31,441.0,30146.76
45253,2006,Hibernator Self - Inflating Mat,E-mail,Italy,60696.82,502.0,34316.72
45260,2006,Hibernator Self - Inflating Mat,Fax,Korea,76173.3,630.0,43066.8
45271,2006,Hibernator Self - Inflating Mat,Fax,Belgium,49331.28,408.0,27890.88
45277,2006,Hibernator Pad,Telephone,Canada,12270.72,308.0,6184.64
45284,2006,Hibernator Pad,Telephone,Australia,83451.63,2472.0,39236.39
45286,2006,Hibernator Pad,Telephone,Sweden,10199.04,256.0,5140.48
45289,2006,Hibernator Pad,Telephone,France,17290.56,434.0,8714.72
45295,2006,Hibernator Pad,Telephone,Italy,31341.15,1285.0,12066.15
45297,2006,Hibernator Pad,Sales visit,United States,97114.3,3375.0,41862.58
45298,2006,Hibernator Pad,Sales visit,Canada,50477.28,1267.0,25441.36
45299,2006,Hibernator Pad,Sales visit,Mexico,23381.99,593.0,11664.31
45304,2006,Hibernator Pad,Sales visit,Singapore,28146.06,1154.0,10836.06
45305,2006,Hibernator Pad,Sales visit,Australia,14302.56,359.0,7208.72
45306,2006,Hibernator Pad,Sales visit,Netherlands,30318.24,761.0,15280.88
45307,2006,Hibernator Pad,Sales visit,Sweden,24853.41,1019.0,9568.41
45310,2006,Hibernator Pad,Sales visit,France,11035.68,277.0,5562.16
45312,2006,Hibernator Pad,Sales visit,United Kingdom,14581.44,366.0,7349.28
45314,2006,Hibernator Pad,Sales visit,Switzerland,19627.32,495.0,9846.12
45315,2006,Hibernator Pad,Sales visit,Austria,36605.19,1186.0,16449.47
45318,2006,Hibernator Pad,Web,United States,706057.05,20081.0,337345.25
45319,2006,Hibernator Pad,Web,Canada,248044.05,6994.0,119096.05
45320,2006,Hibernator Pad,Web,Mexico,251408.93,7549.0,117172.81
45321,2006,Hibernator Pad,Web,Brazil,153021.78,4442.0,72625.86
45322,2006,Hibernator Pad,Web,Japan,355947.87,10477.0,167819.55
45323,2006,Hibernator Pad,Web,Korea,237033.81,6958.0,111557.97
45324,2006,Hibernator Pad,Web,China,367751.35,10836.0,172524.43
45325,2006,Hibernator Pad,Web,Singapore,189090.91,5309.0,90744.35
45326,2006,Hibernator Pad,Web,Australia,93022.68,2777.0,43575.56
45327,2006,Hibernator Pad,Web,Netherlands,159130.38,4752.0,74531.9
45328,2006,Hibernator Pad,Web,Sweden,33392.28,841.0,16774.12
45329,2006,Hibernator Pad,Web,Finland,214200.18,6232.0,101556.42
45330,2006,Hibernator Pad,Web,Denmark,81394.1,2320.0,38840.06
45331,2006,Hibernator Pad,Web,France,238987.99,7152.0,111677.91
45332,2006,Hibernator Pad,Web,Germany,218877.15,6329.0,103726.43
45333,2006,Hibernator Pad,Web,United Kingdom,256390.32,7656.0,119806.64
45334,2006,Hibernator Pad,Web,Belgium,125934.06,3714.0,59333.18
45335,2006,Hibernator Pad,Web,Switzerland,102619.27,3092.0,47766.47
45336,2006,Hibernator Pad,Web,Austria,114182.76,3274.0,54496.04
45337,2006,Hibernator Pad,Web,Italy,173481.72,4382.0,86893.4
45338,2006,Hibernator Pad,Web,Spain,206845.98,5717.0,100323.1
45346,2006,Hibernator Pad,Special,Singapore,11792.64,296.0,5943.68
45364,2006,Hibernator Pad,Mail,Japan,14155.37,359.0,7061.53
45375,2006,Hibernator Pad,Mail,United Kingdom,14940.0,375.0,7530.0
45382,2006,Hibernator Pad,E-mail,Canada,30517.44,766.0,15381.28
45395,2006,Hibernator Pad,E-mail,Germany,43227.57,1353.0,19781.45
45400,2006,Hibernator Pad,E-mail,Italy,54214.77,1908.0,23229.05
45402,2006,Hibernator Pad,Fax,United States,10341.36,424.0,3981.36
45418,2006,Hibernator Pad,Fax,Belgium,6932.16,174.0,3493.92
45422,2006,Hibernator Pad,Fax,Spain,25194.87,1033.0,9699.87
45423,2006,Hibernator Pillow,Telephone,United States,9584.2,554.0,4902.9
45424,2006,Hibernator Pillow,Telephone,Canada,20044.9,1153.0,10302.05
45427,2006,Hibernator Pillow,Telephone,Japan,5506.8,312.0,2870.4
45431,2006,Hibernator Pillow,Telephone,Australia,26218.69,1674.0,12872.22
45433,2006,Hibernator Pillow,Telephone,Sweden,4324.25,245.0,2254.0
45436,2006,Hibernator Pillow,Telephone,France,15432.25,880.0,7996.25
45443,2006,Hibernator Pillow,Telephone,Spain,6636.4,376.0,3459.2
45444,2006,Hibernator Pillow,Sales visit,United States,46050.2,2632.0,23809.8
45445,2006,Hibernator Pillow,Sales visit,Canada,19565.14,1327.0,9277.82
45446,2006,Hibernator Pillow,Sales visit,Mexico,8524.95,483.0,4443.6
45448,2006,Hibernator Pillow,Sales visit,Japan,7749.72,627.0,3247.86
45451,2006,Hibernator Pillow,Sales visit,Singapore,8113.7,469.0,4150.65
45453,2006,Hibernator Pillow,Sales visit,Netherlands,11525.45,653.0,6007.6
45454,2006,Hibernator Pillow,Sales visit,Sweden,5630.35,319.0,2934.8
45457,2006,Hibernator Pillow,Sales visit,France,8895.6,504.0,4636.8
45459,2006,Hibernator Pillow,Sales visit,United Kingdom,12836.18,899.0,5967.34
45461,2006,Hibernator Pillow,Sales visit,Switzerland,18886.29,1329.0,8753.52
45462,2006,Hibernator Pillow,Sales visit,Austria,23209.75,1315.0,12098.0
45465,2006,Hibernator Pillow,Web,United States,276214.63,17430.0,135886.92
45466,2006,Hibernator Pillow,Web,Canada,100959.25,5914.0,51747.95
45467,2006,Hibernator Pillow,Web,Mexico,97421.94,6032.0,48393.37
45468,2006,Hibernator Pillow,Web,Brazil,58016.74,3570.0,29049.12
45469,2006,Hibernator Pillow,Web,Japan,133536.2,8171.0,67012.2
45470,2006,Hibernator Pillow,Web,Korea,99085.15,6171.0,49099.2
45471,2006,Hibernator Pillow,Web,China,152375.36,9529.0,75107.78
45472,2006,Hibernator Pillow,Web,Singapore,86778.18,5442.0,42867.19
45473,2006,Hibernator Pillow,Web,Australia,53122.93,3219.0,26808.84
45474,2006,Hibernator Pillow,Web,Netherlands,61215.9,3810.0,30469.2
45475,2006,Hibernator Pillow,Web,Sweden,20935.27,1434.0,9868.26
45476,2006,Hibernator Pillow,Web,Finland,89510.55,5540.0,44640.65
45477,2006,Hibernator Pillow,Web,Denmark,26410.0,1517.0,13591.35
45478,2006,Hibernator Pillow,Web,France,86648.85,5496.0,42588.9
45479,2006,Hibernator Pillow,Web,Germany,92106.48,5690.0,45839.54
45480,2006,Hibernator Pillow,Web,United Kingdom,98462.0,5957.0,49592.2
45481,2006,Hibernator Pillow,Web,Belgium,51943.41,3228.0,25874.58
45482,2006,Hibernator Pillow,Web,Switzerland,31990.4,1832.0,16510.0
45483,2006,Hibernator Pillow,Web,Austria,36435.73,2326.0,17889.74
45484,2006,Hibernator Pillow,Web,Italy,91536.81,5789.0,44989.58
45485,2006,Hibernator Pillow,Web,Spain,74004.86,4436.0,37506.18
45511,2006,Hibernator Pillow,Mail,Japan,7395.35,419.0,3854.8
45529,2006,Hibernator Pillow,E-mail,Canada,6177.5,350.0,3220.0
45542,2006,Hibernator Pillow,E-mail,Germany,17032.72,1099.0,8313.86
45547,2006,Hibernator Pillow,E-mail,Italy,16610.3,952.0,8565.9
45549,2006,Hibernator Pillow,Fax,United States,5804.79,417.0,2654.52
45565,2006,Hibernator Pillow,Fax,Belgium,3477.05,197.0,1812.4
45569,2006,Hibernator Pillow,Fax,Spain,18099.36,1300.0,8277.68
45570,2006,Hibernator Camp Cot,Telephone,United States,50700.94,516.0,17175.49
45571,2006,Hibernator Camp Cot,Telephone,Canada,138143.78,1396.0,47172.23
45578,2006,Hibernator Camp Cot,Telephone,Australia,76383.1,788.0,25475.05
45580,2006,Hibernator Camp Cot,Telephone,Sweden,62434.54,629.0,21392.29
45583,2006,Hibernator Camp Cot,Telephone,France,119806.82,1207.0,41050.07
45584,2006,Hibernator Camp Cot,Telephone,Germany,31564.68,318.0,10815.18
45590,2006,Hibernator Camp Cot,Telephone,Spain,34840.26,351.0,11937.51
45591,2006,Hibernator Camp Cot,Sales visit,United States,204329.24,2077.0,69313.94
45592,2006,Hibernator Camp Cot,Sales visit,Canada,68687.92,692.0,23534.92
45593,2006,Hibernator Camp Cot,Sales visit,Mexico,126357.98,1273.0,43294.73
45597,2006,Hibernator Camp Cot,Sales visit,China,53898.18,543.0,18467.43
45598,2006,Hibernator Camp Cot,Sales visit,Singapore,1671.68,32.0,1.28
45599,2006,Hibernator Camp Cot,Sales visit,Australia,64221.22,647.0,22004.47
45600,2006,Hibernator Camp Cot,Sales visit,Netherlands,12794.06,136.0,4115.81
45601,2006,Hibernator Camp Cot,Sales visit,Sweden,20050.52,202.0,6870.02
45603,2006,Hibernator Camp Cot,Sales visit,Denmark,28388.36,286.0,9726.86
45604,2006,Hibernator Camp Cot,Sales visit,France,57769.32,582.0,19793.82
45606,2006,Hibernator Camp Cot,Sales visit,United Kingdom,90822.9,915.0,31119.15
45607,2006,Hibernator Camp Cot,Sales visit,Belgium,313.44,6.0,0.24
45608,2006,Hibernator Camp Cot,Sales visit,Switzerland,96350.1,974.0,32887.95
45609,2006,Hibernator Camp Cot,Sales visit,Austria,48292.56,496.0,16189.56
45611,2006,Hibernator Camp Cot,Sales visit,Spain,43277.36,436.0,14828.36
45612,2006,Hibernator Camp Cot,Web,United States,1277590.76,12955.0,434586.86
45613,2006,Hibernator Camp Cot,Web,Canada,402034.28,4065.0,137197.58
45614,2006,Hibernator Camp Cot,Web,Mexico,416897.1,4228.0,141790.05
45615,2006,Hibernator Camp Cot,Web,Brazil,259209.58,2628.0,88189.33
45616,2006,Hibernator Camp Cot,Web,Japan,660444.48,6702.0,224470.08
45617,2006,Hibernator Camp Cot,Web,Korea,466511.4,4734.0,158557.5
45618,2006,Hibernator Camp Cot,Web,China,672230.32,6816.0,228686.92
45619,2006,Hibernator Camp Cot,Web,Singapore,411061.72,4155.0,140326.42
45620,2006,Hibernator Camp Cot,Web,Australia,231009.34,2333.0,78937.69
